Time of Day,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,None
2:15,,,,0,,,,
2:20,,,,0,,,,
2:25,,,,0,,,,
2:30,,,,0,,,,
2:35,,,,0,,,,
2:40,,,,0,,,,
2:45,,,,0,,,,
2:50,,,,0,,,,
2:55,,,,0,,,,
3:00,,,,0,,,,
3:05,,,,0,,,,
3:10,,,,0,,,,
3:15,,,,0,,,,
3:20,,,,0,,,,
3:25,,,,0,,,,
3:30,,,,0,,,,
3:35,,,,0,,,,
3:40,,,,0,,,,
3:45,,,,0,,,,
3:50,,,,0,,,,
3:55,,,,0,,,,
4:00,,,,0,,,,
4:05,,,,0,,,,
4:10,,,,0,,,,
4:15,,,,0,,,,
4:20,,,,0,,,,
4:25,,,,0,,,,
4:30,,,,0,,,,
4:35,,,,0,,,,
4:40,,,,0,,,,
4:45,,,,0,,,,
4:50,,,,0,,,,
4:55,,,,0,,,,
5:00,,,,0,,,,
5:05,,,,0,,,,
5:10,,,,0,,,,
5:15,,,,0,,,,
5:20,,,,0,,,,
5:25,,,,0,,,,
5:30,,,,0,,,,
5:35,,,,0,,,,
5:40,,,,0,,,,
5:45,,,,0,,,,
5:50,,,,0,,,,
5:55,,,,0,,,,
6:00,,,,0,,,,
6:05,,,,2,,,,
6:10,,,,2,,,,
6:15,,,,2,,,,
6:20,,,,2,,,,
6:25,,,,2,,,,
6:30,,,,2,,,,
6:35,,,,2,,,,
6:40,,,,2,,,,
6:45,,,,2,,,,
6:50,,,,2,,,,
6:55,,,,4,,,,
7:00,,,,6,,,,
7:05,,,,9,,,,
7:10,,,,10,,,,
7:15,,,,11,,,,
7:20,,,,11,,,,
7:25,,,,11,,,,
7:30,,,,12,,,,
7:35,,,,14,,,,
7:40,,,,15,,,,
7:45,,,,15,,,,
7:50,,,,15,,,,
7:55,,,,15,,,,
8:00,,,,15,,,,
8:05,,,,15,,,,
8:10,,,,15,,,,
8:15,,,,15,,,,
